id,giver_id,receiver_id,given_at,week_number,year,month,created_at
012ceca6-da13-41cf-9418-073d94fed933,c3fc4be4-64e9-4a87-a828-1721cd5aa008,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2025-09-02 07:34:20.13916+00,36,2025,1,2025-01-15 05:00:00+00
017c8ee9-676a-4584-849f-edaf5a260a96,929c2a1c-5395-4d65-8457-62ddc08ae3e7,d6603b43-2fe2-4ce6-9117-60b50364f995,2025-09-02 07:34:20.13916+00,36,2025,1,2025-01-15 05:00:00+00
01b62c36-75f7-4f9d-988c-cdea7cd2e5eb,651dad5e-7cbd-4954-b62a-155b5858903f,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2025-09-02 07:34:20.13916+00,36,2025,6,2025-06-15 05:00:00+00
01bde17b-8700-4681-8549-683973a1260d,d6603b43-2fe2-4ce6-9117-60b50364f995,651dad5e-7cbd-4954-b62a-155b5858903f,2025-09-02 07:34:20.13916+00,36,2025,3,2025-03-15 05:00:00+00
01c8f6b4-b4ad-4ae5-b788-f7edc367f962,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:34:20.13916+00,36,2025,5,2025-05-15 05:00:00+00
01e85f6a-a26d-433c-805d-4f4f012276e8,b2023247-4516-4641-9d9d-641dcc9ca452,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:34:20.13916+00,36,2025,5,2025-05-15 05:00:00+00
020b0b75-43fb-4c5d-a840-49fafc3fa3be,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,a4142510-818a-451e-aa40-19f5a26314a8,2025-09-02 07:34:20.13916+00,36,2025,3,2025-03-15 05:00:00+00
022ae56b-c747-4aa2-8260-a1c3217417d5,b977a872-cdb3-4a04-badb-91042681b7fd,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-09-02 07:34:20.13916+00,36,2025,5,2025-05-15 05:00:00+00
02986d16-3846-4df3-bbbc-569fa1d1396f,d6603b43-2fe2-4ce6-9117-60b50364f995,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:34:20.13916+00,36,2025,7,2025-07-15 05:00:00+00
02a2dea1-6ffc-4d08-a9a6-ec42f9875e0e,b977a872-cdb3-4a04-badb-91042681b7fd,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2025-09-02 07:34:20.13916+00,36,2025,3,2025-03-15 05:00:00+00
02ae503f-14fb-4f78-86ac-a7929717a070,d22c96f8-d4c3-42d3-9368-925fec3016c9,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:34:20.13916+00,36,2025,5,2025-05-15 05:00:00+00
02b68169-2c4b-40cb-83b5-278c9931c0c4,20a53315-0f65-445e-a2ec-c975192489ab,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,2025-09-02 07:34:20.13916+00,36,2025,2,2025-02-15 05:00:00+00
0338d14b-2041-4903-90a2-3f15962bcefd,aa672f22-7c0c-416a-8b6f-39bc778ebcea,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:34:20.13916+00,36,2025,5,2025-05-15 05:00:00+00
03394d81-d4c2-4d40-ab8a-fa717aab9294,a4142510-818a-451e-aa40-19f5a26314a8,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:34:20.13916+00,36,2025,1,2025-01-15 05:00:00+00
035df83f-0dbc-420f-8920-be86d01c2a1d,651dad5e-7cbd-4954-b62a-155b5858903f,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:34:20.13916+00,36,2025,5,2025-05-15 05:00:00+00
03867b22-838d-4ad8-9f58-0384921dbe7b,b977a872-cdb3-4a04-badb-91042681b7fd,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-09-02 07:34:20.13916+00,36,2025,7,2025-07-15 05:00:00+00
03c781fd-788c-440e-9e3b-c6262ce942cc,3eea9883-b781-464b-8923-f0a015bb02c1,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2025-09-02 07:34:20.13916+00,36,2025,4,2025-04-15 05:00:00+00
052babba-31ce-45e4-a635-3859fbe970e8,a4142510-818a-451e-aa40-19f5a26314a8,b2023247-4516-4641-9d9d-641dcc9ca452,2025-09-02 07:34:20.13916+00,36,2025,4,2025-04-15 05:00:00+00
05754dd6-3ed8-4360-9cf2-100ba7254d53,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:34:20.13916+00,36,2025,1,2025-01-15 05:00:00+00
0619cf1b-d4ec-403d-be54-dc74b99df908,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2025-09-02 07:34:20.13916+00,36,2025,2,2025-02-15 05:00:00+00
06344ef2-0d83-4b48-96e5-7dc0fbf9cb2f,3eea9883-b781-464b-8923-f0a015bb02c1,d6603b43-2fe2-4ce6-9117-60b50364f995,2025-09-02 07:34:20.13916+00,36,2025,6,2025-06-15 05:00:00+00
092ce9f9-e626-40f4-a333-4217076aa508,929c2a1c-5395-4d65-8457-62ddc08ae3e7,d6603b43-2fe2-4ce6-9117-60b50364f995,2025-09-02 07:34:20.13916+00,36,2025,7,2025-07-15 05:00:00+00
093592a1-d0a9-4954-96cc-e8530ddb55be,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:34:20.13916+00,36,2025,6,2025-06-15 05:00:00+00
0a64654d-0bff-48f1-ad3f-4deeda8ec987,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:34:20.13916+00,36,2025,1,2025-01-15 05:00:00+00
0b757186-b086-468c-ad7d-5d663cfa623e,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,aa672f22-7c0c-416a-8b6f-39bc778ebcea,2025-09-02 07:34:20.13916+00,36,2025,7,2025-07-15 05:00:00+00
0d16e0fd-ff82-4d55-beaa-21f1b5d35734,20a53315-0f65-445e-a2ec-c975192489ab,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2025-09-02 07:34:20.13916+00,36,2025,4,2025-04-15 05:00:00+00
0df9e3a3-35e8-4cb9-b1d0-1892da29be06,b977a872-cdb3-4a04-badb-91042681b7fd,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-09-02 07:34:20.13916+00,36,2025,1,2025-01-15 05:00:00+00
0e1bd1d1-7caf-4888-935c-ddb132352118,aa672f22-7c0c-416a-8b6f-39bc778ebcea,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,2025-09-02 07:34:20.13916+00,36,2025,6,2025-06-15 05:00:00+00
0e779610-944b-40b9-a837-24c8a0eb8381,c3fc4be4-64e9-4a87-a828-1721cd5aa008,a4142510-818a-451e-aa40-19f5a26314a8,2025-09-02 07:34:20.13916+00,36,2025,6,2025-06-15 05:00:00+00
