id,giver_id,receiver_id,given_at,week_number,year,month,created_at
012c2339-c57c-4a4e-acad-170ee3452471,de74222e-285a-4629-a2a0-2ad9e65f78a2,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,2025-09-02 07:01:34.610526+00,36,2025,9,2025-06-15 12:00:00+00
017ce469-8719-474b-b179-3aa90a7c3164,aa672f22-7c0c-416a-8b6f-39bc778ebcea,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-09-02 07:01:34.610526+00,36,2025,9,2025-02-15 12:00:00+00
018fab8b-dd8e-46a2-b7df-dc1b817b936d,de74222e-285a-4629-a2a0-2ad9e65f78a2,a4142510-818a-451e-aa40-19f5a26314a8,2025-09-02 07:01:34.610526+00,36,2025,9,2025-02-15 12:00:00+00
021440d9-9529-4a26-bb6f-052244465c91,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,46bdfdf9-b7e1-4b19-94e3-ffab53b8db4b,2025-09-02 07:01:34.610526+00,36,2025,9,2025-04-15 12:00:00+00
0254f95d-4bc4-4f3a-8bb2-cb46944786ce,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:01:34.610526+00,36,2025,9,2025-04-15 12:00:00+00
037adfab-55bc-4028-9604-e2780d948124,aa672f22-7c0c-416a-8b6f-39bc778ebcea,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:01:34.610526+00,36,2025,9,2025-06-15 12:00:00+00
0430335c-a50a-42e8-b00c-f3d813cd834a,a4142510-818a-451e-aa40-19f5a26314a8,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:01:34.610526+00,36,2025,9,2025-04-15 12:00:00+00
04687921-b40d-4ece-9414-23174656b446,651dad5e-7cbd-4954-b62a-155b5858903f,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:01:34.610526+00,36,2025,9,2025-02-15 12:00:00+00
04931f07-0aa8-4f56-bd43-60262cd5b5a7,de74222e-285a-4629-a2a0-2ad9e65f78a2,a4142510-818a-451e-aa40-19f5a26314a8,2025-09-02 07:01:34.610526+00,36,2025,9,2025-06-15 12:00:00+00
04b9ea16-eb76-4b4b-ab0d-d4314dc2542d,b2023247-4516-4641-9d9d-641dcc9ca452,651dad5e-7cbd-4954-b62a-155b5858903f,2025-09-02 07:01:34.610526+00,36,2025,9,2025-02-15 12:00:00+00
04bbdc73-c947-47ed-aecc-3cb1ec594079,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,1fb1f39a-ef03-4cc0-aa7c-ff6d1d214250,2025-09-02 07:01:34.610526+00,36,2025,9,2025-05-15 12:00:00+00
04d87bce-0b97-45b4-9a7c-1399779b1510,c3fc4be4-64e9-4a87-a828-1721cd5aa008,20a53315-0f65-445e-a2ec-c975192489ab,2025-09-02 07:01:34.610526+00,36,2025,9,2025-07-15 12:00:00+00
064088a9-8eef-450e-bf32-1c1488f9a7f0,929c2a1c-5395-4d65-8457-62ddc08ae3e7,de74222e-285a-4629-a2a0-2ad9e65f78a2,2025-09-02 07:01:34.610526+00,36,2025,9,2025-06-15 12:00:00+00
07afadc9-e573-4b2a-b04c-a7ef37d78c82,b977a872-cdb3-4a04-badb-91042681b7fd,b2023247-4516-4641-9d9d-641dcc9ca452,2025-09-02 07:01:34.610526+00,36,2025,9,2025-04-15 12:00:00+00
07b661ea-c754-4989-9a37-1af989552e6a,a4142510-818a-451e-aa40-19f5a26314a8,de74222e-285a-4629-a2a0-2ad9e65f78a2,2025-09-02 07:01:34.610526+00,36,2025,9,2025-06-15 12:00:00+00
0842e32e-184e-4a9f-9c7d-d1026f1960a5,a4142510-818a-451e-aa40-19f5a26314a8,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2025-09-02 07:01:34.610526+00,36,2025,9,2025-07-15 12:00:00+00
0951e857-0081-47f0-8803-d6fcdf2ac08e,20a53315-0f65-445e-a2ec-c975192489ab,929c2a1c-5395-4d65-8457-62ddc08ae3e7,2025-09-02 07:01:34.610526+00,36,2025,9,2025-04-15 12:00:00+00
095bc34c-1cf6-42b1-897e-0e9d0b350aa8,1cb30beb-bd3e-4ab5-8842-83aec3e64fc4,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,2025-09-02 07:01:34.610526+00,36,2025,9,2025-01-15 12:00:00+00
0a638e05-63b0-4e78-b84f-6dfdc6de4a62,e13ea3af-2bd8-403b-bbf9-ebd38f780f81,d22c96f8-d4c3-42d3-9368-925fec3016c9,2025-09-02 07:01:34.610526+00,36,2025,9,2025-06-15 12:00:00+00
0c6860ee-4452-4f82-81cf-b2374368f070,d22c96f8-d4c3-42d3-9368-925fec3016c9,20a53315-0f65-445e-a2ec-c975192489ab,2025-09-02 07:01:34.610526+00,36,2025,9,2025-02-15 12:00:00+00
0cf78d81-9f78-4319-9ba3-1e5d29ae9aba,929c2a1c-5395-4d65-8457-62ddc08ae3e7,a4142510-818a-451e-aa40-19f5a26314a8,2025-09-02 07:01:34.610526+00,36,2025,9,2025-01-15 12:00:00+00
0d8cf07c-9513-4900-b44b-da833c2d0a93,03a2e16d-3f83-40f2-ac7a-448cac0e34f9,c3fc4be4-64e9-4a87-a828-1721cd5aa008,2025-09-02 07:01:34.610526+00,36,2025,9,2025-02-15 12:00:00+00
